id,name,component,type,language,module,source_file,source_line,table_name,column_type,nullable,primary_key,foreign_key,from_table,to_table,cardinality,tags,description
java_method_779052fa9dd59788,getDb,MariaDbJsonRoundtripTest,method,java,net.netbeing.cheap.db.mariadb.MariaDbJsonRoundtripTest,D:\src\claude\cheap\cheap-db-mariadb\src\test\java\net\netbeing\cheap\db\mariadb\MariaDbJsonRoundtripTest.java,48,,,,,,,,,,MariaDbTestDb getDb()
java_method_a22ddab5177cb307,getDb,MariaDbJsonRoundtripTest,method,java,net.netbeing.cheap.db.mariadb.MariaDbJsonRoundtripTest,D:\src\claude\cheap\cheap-db-mariadb\src\test\java\net\netbeing\cheap\db\mariadb\MariaDbJsonRoundtripTest.java,109,,,,,,,,,,MariaDbTestDb getDb()
java_method_b34d8372a0c39b7f,getDb,MariaDbJsonRoundtripTest,method,java,net.netbeing.cheap.db.mariadb.MariaDbJsonRoundtripTest,D:\src\claude\cheap\cheap-db-mariadb\src\test\java\net\netbeing\cheap\db\mariadb\MariaDbJsonRoundtripTest.java,128,,,,,,,,,,MariaDbTestDb getDb()
java_method_8bc9698c77f7003b,loadResourceFile,MariaDbJsonRoundtripTest,method,java,net.netbeing.cheap.db.mariadb.MariaDbJsonRoundtripTest,D:\src\claude\cheap\cheap-db-mariadb\src\test\java\net\netbeing\cheap\db\mariadb\MariaDbJsonRoundtripTest.java,89,,,,,,,,,,String loadResourceFile(String resourcePath)
java_method_2edaeac7569ecde2,reset,MariaDbJsonRoundtripTest,method,java,net.netbeing.cheap.db.mariadb.MariaDbJsonRoundtripTest,D:\src\claude\cheap\cheap-db-mariadb\src\test\java\net\netbeing\cheap\db\mariadb\MariaDbJsonRoundtripTest.java,50,,,,,,,,,,void reset()
java_method_a375b22c766790e7,setUpAll,MariaDbJsonRoundtripTest,method,java,net.netbeing.cheap.db.mariadb.MariaDbJsonRoundtripTest,D:\src\claude\cheap\cheap-db-mariadb\src\test\java\net\netbeing\cheap\db\mariadb\MariaDbJsonRoundtripTest.java,102,,,,,,,,,,void setUpAll()
java_method_7522718d2ac83534,setUpAll,MariaDbJsonRoundtripTest,method,java,net.netbeing.cheap.db.mariadb.MariaDbJsonRoundtripTest,D:\src\claude\cheap\cheap-db-mariadb\src\test\java\net\netbeing\cheap\db\mariadb\MariaDbJsonRoundtripTest.java,121,,,,,,,,,,void setUpAll()
java_method_83dd85520f0a7841,testFullCatalogJsonRoundtrip,MariaDbJsonRoundtripTest,method,java,net.netbeing.cheap.db.mariadb.MariaDbJsonRoundtripTest,D:\src\claude\cheap\cheap-db-mariadb\src\test\java\net\netbeing\cheap\db\mariadb\MariaDbJsonRoundtripTest.java,56,,,,,,,,,,void testFullCatalogJsonRoundtrip()
java_method_f4ce3e35f1662080,getConnection,PostgresAdapter,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresAdapter.java,35,,,,,,,,,,Connection getConnection()
java_method_8581382110614d5f,createEntity,PostgresCatalog,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCatalog.java,238,,,,,,,,,,Entity createEntity()
java_method_278106708e297f9c,getSchemaName,PostgresCatalog,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCatalog.java,232,,,,,,,,,,String getSchemaName()
java_method_be98b2b0be08c8c0,loadTables,PostgresCatalog,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCatalog.java,214,,,,,,,,,,void loadTables()
java_method_2f6f4eb3c463fe8c,mapDbTypeToPropertyType,PostgresCatalog,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCatalog.java,244,,,,,,,,,,PropertyType mapDbTypeToPropertyType(String dbTypeName)
java_method_e3bd006d4a361687,constructor_LoadsTestTable,PostgresCatalogTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCatalogTest.java,250,,,,,,,,,,void constructor_LoadsTestTable()
java_method_ed775442888b6827,setUp,PostgresCatalogTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCatalogTest.java,54,,,,,,,,,,void setUp()
java_method_e9d70698ecb6a719,testLoadDb,PostgresCatalogTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCatalogTest.java,63,,,,,,,,,,void testLoadDb()
java_method_6642962f3ba7163b,testLoadTable,PostgresCatalogTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCatalogTest.java,137,,,,,,,,,,void testLoadTable()
java_method_a913675a852aa6c6,testLoadTableDef,PostgresCatalogTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCatalogTest.java,75,,,,,,,,,,void testLoadTableDef()
java_method_db17567579eee8cb,testLoadTableDefNonExistentTable,PostgresCatalogTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCatalogTest.java,127,,,,,,,,,,void testLoadTableDefNonExistentTable()
java_method_1c09a0d94ec48f3f,testLoadTableNonExistentTable,PostgresCatalogTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCatalogTest.java,230,,,,,,,,,,void testLoadTableNonExistentTable()
java_method_8917f883847f1340,testLoadTableWithMaxRows,PostgresCatalogTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCatalogTest.java,215,,,,,,,,,,void testLoadTableWithMaxRows()
java_method_c979c0a592d68467,testLoadTableZeroMaxRows,PostgresCatalogTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCatalogTest.java,241,,,,,,,,,,void testLoadTableZeroMaxRows()
java_method_80d6ff94eb772296,executeAuditSchemaDdl,PostgresCheapSchema,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCheapSchema.java,112,,,,,,,,,,"Executes the audit schema DDL script to add audit columns and triggers.
This should be run after the main schema DDL.

@param dataSource the data source to execute the DDL against
@throws SQLException if database operation fails
"
java_method_77359ee4c5c310a5,executeDdl,PostgresCheapSchema,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCheapSchema.java,81,,,,,,,,,,"Executes a DDL script against the database.

@param dataSource the data source to execute the DDL against
@param ddlContent the DDL content to execute
@throws SQLException if database operation fails
"
java_method_42f64a38061d99c1,executeDropSchemaDdl,PostgresCheapSchema,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCheapSchema.java,125,,,,,,,,,,"Executes the drop schema DDL script to remove all Cheap database objects.
This completely cleans up the Cheap schema from the database.

@param dataSource the data source to execute the DDL against
@throws SQLException if database operation fails
"
java_method_610814280a95faed,executeMainSchemaDdl,PostgresCheapSchema,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCheapSchema.java,99,,,,,,,,,,"Executes the main Cheap schema DDL script to create all core tables and indexes.
This creates the foundation database structure for the Cheap data model.

@param dataSource the data source to execute the DDL against
@throws SQLException if database operation fails
"
java_method_5f8509cf5d875177,executeTruncateSchemaDdl,PostgresCheapSchema,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCheapSchema.java,139,,,,,,,,,,"Executes the truncate schema DDL script to delete all data from Cheap tables
while preserving the schema structure. This is useful for clearing test data
or resetting the database without recreating all tables and constraints.

@param dataSource the data source to execute the DDL against
@throws SQLException if database operation fails
"
java_method_8e73fa818436c67a,loadDdlResource,PostgresCheapSchema,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresCheapSchema.java,62,,,,,,,,,,"Loads a DDL resource file from the classpath.

@param resourcePath the path to the resource file
@return the DDL content as a string
@throws SQLException if the resource cannot be loaded
"
java_method_e9112cf48ade2286,columnExists,PostgresCheapSchemaTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCheapSchemaTest.java,114,,,,,,,,,,"boolean columnExists(Connection connection, String tableName, String columnName)"
java_method_afcf3136e52afb33,functionExists,PostgresCheapSchemaTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCheapSchemaTest.java,120,,,,,,,,,,"boolean functionExists(Connection connection, String functionName)"
java_method_b05c8c9ea2414140,getRowCount,PostgresCheapSchemaTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCheapSchemaTest.java,180,,,,,,,,,,"int getRowCount(Connection conn, String tableName)"
java_method_4d97ce21d70223d7,tableExists,PostgresCheapSchemaTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCheapSchemaTest.java,108,,,,,,,,,,"boolean tableExists(Connection connection, String tableName)"
java_method_8c6af6b7c6f0c915,testAllSchemaExecution,PostgresCheapSchemaTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCheapSchemaTest.java,39,,,,,,,,,,void testAllSchemaExecution()
java_method_9b7d7bb23810824a,testTruncateAllTables,PostgresCheapSchemaTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresCheapSchemaTest.java,131,,,,,,,,,,void testTruncateAllTables()
java_method_436999ecf82f70e6,buildAspectMapSql,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,574,,,,,,,,,,StringBuilder buildAspectMapSql(AspectTableMapping mapping)
java_method_cbfe5417f5d53471,catalogExists,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,1255,,,,,,,,,,boolean catalogExists(UUID catalogId)
java_method_f893ace73f48e841,clearMappedTable,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,631,,,,,,,,,,"void clearMappedTable(Connection conn, AspectTableMapping mapping, UUID catalogId)"
java_method_4dedad9eb3c540fa,createAndLoadHierarchy,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,808,,,,,,,,,,"Hierarchy createAndLoadHierarchy(Connection conn, Catalog catalog, HierarchyType type, String hierarchyName, long version)"
java_method_d40b181fa8cdc772,createTable,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,184,,,,,,,,,,"Creates a database table for storing aspects based on an AspectTableMapping.
The table structure is determined by the mapping's hasCatalogId and hasEntityId flags:
<ul>
  <li>hasCatalogId=false, hasEntityId=false: No primary key, no ID columns</li>
  <li>hasCatalogId=true, hasEntityId=false: catalog_id column, no primary key</li>
  <li>hasCatalogId=false, hasEntityId=true: entity_id column with PRIMARY KEY (entity_id)</li>
  <li>hasCatalogId=true, hasEntityId=true: Both columns with PRIMARY KEY (catalog_id, entity_id)</li>
</ul>

@param mapping the AspectTableMapping defining the table structure
@throws SQLException if table creation fails
"
java_method_cfc81b8a68db8a1e,deleteCatalog,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,1229,,,,,,,,,,boolean deleteCatalog(UUID catalogId)
java_method_2e324762b0a5749c,linkCatalogToAspectDef,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,274,,,,,,,,,,"void linkCatalogToAspectDef(Connection conn, Catalog catalog, AspectDef aspectDef)"
java_method_e88f6fb512b5d5fd,loadAspect,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,1068,,,,,,,,,,"Aspect loadAspect(Connection conn, Entity entity, AspectDef aspectDef, Catalog catalog)"
java_method_5ce6ccece9f97d6d,loadAspectDef,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,1155,,,,,,,,,,"AspectDef loadAspectDef(Connection conn, String aspectDefName)"
java_method_35095ca6f302ff57,loadAspectDefForHierarchy,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,1143,,,,,,,,,,"AspectDef loadAspectDefForHierarchy(Connection conn, UUID catalogId, String hierarchyName)"
java_method_110087e7156107ba,loadAspectMapContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,966,,,,,,,,,,"void loadAspectMapContent(Connection conn, AspectMapHierarchy hierarchy)"
java_method_e5c815c2668c9921,loadAspectMapContentFromDefaultTables,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,979,,,,,,,,,,"void loadAspectMapContentFromDefaultTables(Connection conn, AspectMapHierarchy hierarchy)"
java_method_71c934882bc5074c,loadAspectMapContentFromMappedTable,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,999,,,,,,,,,,"void loadAspectMapContentFromMappedTable(Connection conn, AspectMapHierarchy hierarchy, AspectTableMapping mapping)"
java_method_3b97c968fa981de2,loadCatalogWithConnection,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,768,,,,,,,,,,"Catalog loadCatalogWithConnection(Connection conn, UUID catalogId)"
java_method_42c50c1870badc51,loadEntityDirectoryContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,878,,,,,,,,,,"void loadEntityDirectoryContent(Connection conn, EntityDirectoryHierarchy hierarchy)"
java_method_22a004ab0eddefe2,loadEntityListContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,844,,,,,,,,,,"void loadEntityListContent(Connection conn, EntityListHierarchy hierarchy)"
java_method_cf76b4ace60ba626,loadEntitySetContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,861,,,,,,,,,,"void loadEntitySetContent(Connection conn, EntitySetHierarchy hierarchy)"
java_method_9e29f31b60574742,loadEntityTreeContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,897,,,,,,,,,,"void loadEntityTreeContent(Connection conn, EntityTreeHierarchy hierarchy)"
java_method_affa9e6e3f8bd964,mapPropertyTypeToSqlType,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,240,,,,,,,,,,"Maps a PropertyType to the corresponding PostgreSQL column type.
"
java_method_fa8bab87bde97a5a,saveAspectDef,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,287,,,,,,,,,,"void saveAspectDef(Connection conn, AspectDef aspectDef)"
java_method_516ca876f435b2b9,saveAspectMapContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,514,,,,,,,,,,"void saveAspectMapContent(Connection conn, AspectMapHierarchy hierarchy)"
java_method_4a587531ba0df90c,saveAspectMapContentToDefaultTables,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,527,,,,,,,,,,"void saveAspectMapContentToDefaultTables(Connection conn, AspectMapHierarchy hierarchy)"
java_method_09d000478cc621cb,saveAspectProperties,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,687,,,,,,,,,,"void saveAspectProperties(Connection conn, UUID entityId, UUID aspectDefId, UUID catalogId, Aspect aspect)"
java_method_18a3734a635baeac,saveAspectToMappedTable,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,661,,,,,,,,,,"void saveAspectToMappedTable(AspectTableMapping mapping, Entity entity, Aspect aspect, PreparedStatement stmt, UUID catalogId)"
java_method_558de80a61f52a1a,saveCatalog,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,259,,,,,,,,,,void saveCatalog(Catalog catalog)
java_method_84d03475d832406f,saveCatalogRecord,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,361,,,,,,,,,,"void saveCatalogRecord(Connection conn, Catalog catalog)"
java_method_34ca01f69da7ec6b,saveEntityDirectoryContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,442,,,,,,,,,,"void saveEntityDirectoryContent(Connection conn, EntityDirectoryHierarchy hierarchy)"
java_method_c0701e3b1b305e36,saveEntityListContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,400,,,,,,,,,,"void saveEntityListContent(Connection conn, EntityListHierarchy hierarchy)"
java_method_984bc434849936cc,saveEntitySetContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,421,,,,,,,,,,"void saveEntitySetContent(Connection conn, EntitySetHierarchy hierarchy)"
java_method_1cd62a3c93c6a488,saveEntityTreeContent,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,468,,,,,,,,,,"void saveEntityTreeContent(Connection conn, EntityTreeHierarchy hierarchy)"
java_method_217fe2334da75983,saveHierarchy,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,381,,,,,,,,,,"void saveHierarchy(Connection conn, Hierarchy hierarchy)"
java_method_76f14cb7ac08a273,savePropertyDef,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,317,,,,,,,,,,"void savePropertyDef(Connection conn, AspectDef aspectDef, PropertyDef propDef, int propertyIndex)"
java_method_c7b2d4d091a1b43d,saveTreeNode,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,475,,,,,,,,,,"void saveTreeNode(Connection conn, EntityTreeHierarchy hierarchy, EntityTreeHierarchy.Node node, String nodeKey, String nodePath, UUID parentNodeId, int order)"
java_method_63d60140c8cd3bc1,setPropertyValue,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,1287,,,,,,,,,,"Sets a property value in a PreparedStatement, handling type conversions.
Used when saving aspects to custom mapped tables.
"
java_method_4b983197f370264f,setUuidParameter,PostgresDao,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\main\java\net\netbeing\cheap\db\postgres\PostgresDao.java,1277,,,,,,,,,,"Sets a UUID parameter in a PreparedStatement using PostgreSQL's native UUID type.

@param stmt the PreparedStatement to set the parameter on
@param parameterIndex the parameter index (1-based)
@param value the UUID value to set
@throws SQLException if database operation fails
"
java_method_2beea286398b02df,getAspectTableMapping,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,661,,,,,,,,,,AspectTableMapping getAspectTableMapping(AspectDef aspectDef)
java_method_e1b8af755e0e73a3,initializeSchema,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,91,,,,,,,,,,void initializeSchema()
java_method_631505e29b6a4db0,loadResourceFile,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,106,,,,,,,,,,String loadResourceFile(String resourcePath)
java_method_c5d630893a16e1cf,setupEach,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,62,,,,,,,,,,void setupEach()
java_method_e4a41a27bd11ff5b,tableExists,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,84,,,,,,,,,,"boolean tableExists(Connection connection, String tableName)"
java_method_30af3f7ccc0838f5,testAspectTableMappingAllFourPatterns,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,1134,,,,,,,,,,void testAspectTableMappingAllFourPatterns()
java_method_30fbc8c0bf69dd12,testCatalogExists,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,398,,,,,,,,,,void testCatalogExists()
java_method_23c45ee8859fde70,testComplexCatalogRoundTrip,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,452,,,,,,,,,,void testComplexCatalogRoundTrip()
java_method_3a383008f9028e40,testCreateAspectTableWithAllPropertyTypes,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,528,,,,,,,,,,void testCreateAspectTableWithAllPropertyTypes()
java_method_d16004654017c501,testDeleteCatalog,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,364,,,,,,,,,,void testDeleteCatalog()
java_method_9f64182014d4a558,testDeleteNonExistentCatalog,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,386,,,,,,,,,,void testDeleteNonExistentCatalog()
java_method_52e958082cc223c7,testLoadNonExistentCatalog,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,416,,,,,,,,,,void testLoadNonExistentCatalog()
java_method_53ea525ecfb14ae4,testPropertyInsertionOrderIsPreserved,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,1310,,,,,,,,,,void testPropertyInsertionOrderIsPreserved()
java_method_342961ef44f9244e,testSaveAndLoadCatalogWithAspectDefs,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,187,,,,,,,,,,void testSaveAndLoadCatalogWithAspectDefs()
java_method_b837063ad39e63fd,testSaveAndLoadCatalogWithAspectMapHierarchy,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,306,,,,,,,,,,void testSaveAndLoadCatalogWithAspectMapHierarchy()
java_method_893b3bdbc4c8ade6,testSaveAndLoadCatalogWithEntityDirectoryHierarchy,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,267,,,,,,,,,,void testSaveAndLoadCatalogWithEntityDirectoryHierarchy()
java_method_ba650b5ddd349aea,testSaveAndLoadCatalogWithEntitySetHierarchy,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,222,,,,,,,,,,void testSaveAndLoadCatalogWithEntitySetHierarchy()
java_method_5fe7f11ab9be2d30,testSaveAndLoadCatalogWithUpstream,PostgresDaoTest,method,java,net.netbeing.cheap.db.postgres,D:\src\claude\cheap\cheap-db-postgres\src\test\java\net\netbeing\cheap\db\postgres\PostgresDaoTest.java,164,,,,,,,,,,void testSaveAndLoadCatalogWithUpstream()
